name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Shannon Coates,---,---,DNS,207,25-29,30,OR,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Miriam Cole,---,---,DQ,2199,45-49,48,IL,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DQ
Colin Julian Colegrave,---,---,DNS,600,40-44,---,---,ZWE,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Richard S. Coles,---,---,DNF,355,55-59,---,---,USA,---,---,01:24:46,2.4 mi,00:06:49,---,112 mi,---,---,26.2 mi,DNF
Yong Collins,---,---,DNF,279,60-64,61,TX,USA,---,---,01:29:15,2.4 mi,00:13:59,---,112 mi,13:31:32,---,26.2 mi,DNF
Lisa Colvin,---,---,DNS,361,45-49,---,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Robert Lane Colvin,---,---,DNS,363,50-54,---,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Joe Company,---,---,DNS,1129,40-44,---,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Katherine Compton,---,---,DNF,692,55-59,57,TX,USA,---,---,01:27:26,2.4 mi,00:07:34,09:00:12,112 mi,---,---,26.2 mi,DNF
Steven Condron,---,---,DNS,835,45-49,47,SD,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Kevin Connell,---,---,DNS,2167,50-54,52,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Wesley Cook,---,---,DNS,2165,45-49,47,SC,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Guillermo Cordero,---,---,DNS,271,35-39,41,---,CHL,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Jocelyn Cornman,---,---,DNS,64,PRO,37,PA,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Teodardo Coronel,---,---,DNF,1750,40-44,46,Intl State,MEX,---,---,02:11:16,2.4 mi,00:15:33,---,112 mi,---,---,26.2 mi,DNF
Carlos Cortes,---,---,DNS,265,30-34,36,Michoacan,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
David Cote,---,---,DNS,1338,25-29,---,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Kevin Cox,---,---,DNS,413,40-44,42,ME,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Todd Crandell,---,---,DNS,1703,45-49,49,OH,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Maggie Crnic,---,---,DNF,1840,50-54,54,VA,USA,---,---,01:11:21,2.4 mi,00:08:11,08:27:40,112 mi,00:05:11,07:30:17,26.2 mi,DNF
Ruben Cruz Lopez,---,---,DNS,1716,45-49,48,DF,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Erika Csomor,---,---,DNF,54,PRO,42,---,HUN,---,---,00:55:04,2.4 mi,00:02:52,05:41:25,112 mi,00:03:08,---,26.2 mi,DNF
Irving Cueto Rendon,---,---,DNF,1292,25-29,28,queretaro,MEX,---,---,01:25:37,2.4 mi,00:08:08,---,112 mi,---,---,26.2 mi,DNF
Jose Cuevas,---,---,DNS,1434,30-34,---,---,ARG,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Jerry Daniel,---,---,DNS,983,60-64,61,AR,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Jonathan Dariyanani,---,---,DNS,951,40-44,---,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
